taxon_id,taxon_name,class
NEONDREX203011,Encyonopsis minuta Krammer et Reichardt,Bacillariophyceae
NEONDREX46463,Navicula subfasciata Patrick,Bacillariophyceae
CAMPYLODISCUSSPP,Campylodiscus spp.,Bacillariophyceae
NEONDREX890028,Phormidium autumnale (Agardh) Trevisan ex Gomont,Myxophyceae
NAVSUP,Navicula supleeorum Bahls,Bacillariophyceae
NAVSCH,Navicula schweigeri Bahls,Bacillariophyceae
NEONDREX481000,Pleurotaenium coronatum (Brébisson) Rabenhorst,Chlorophyceae
NEONDREX538034,"Staurastrum anatinum f. parvum Prescott, Bicudo et Vinyard",Chlorophyceae
NEONDREX327019,Cosmarium reniforme (Ralfs) Archer,Chlorophyceae
NEONDREX537002,Staurodesmus incus var. ralfsii (W. West) Teiling,Chlorophyceae
NEONDREX33397,Eunotia julma Lange-Bertalot,Bacillariophyceae
NEONDREX62162,Stauroneis subborealis Bahls,Bacillariophyceae
NEONDREX379007,Euastrum evolutum W. West et G.S. West,Chlorophyceae
NEONDREX438007,Micrasterias radiosa Ralfs,Chlorophyceae
NEONDREX538146,Staurastrum striolatum (Nägeli) Archer,Chlorophyceae
NEONDREX538058,Staurastrum dejectum (Brébisson) Ralfs,Chlorophyceae
NEONDREX327241,Cosmarium quinarium Lundell,Chlorophyceae
NEONDREX379008,Euastrum ansatum Ralfs,Chlorophyceae
NEONDREX358000,Docidium undulatum Bailey,Chlorophyceae
NEONDREX538117,Staurastrum longispinum (Bailey) Archer,Chlorophyceae
NEONDREX316019,Closterium ulna Focke,Chlorophyceae
NEONDREX438023,Micrasterias denticulata Brébisson ex Ralfs,Chlorophyceae
NEONDREX473001,Phymatodocis nordstedtiana Wolle,Chlorophyceae
NEONDREX537010,Staurodesmus ralfsii (West) Tomaszewicz,NA
NEONDREX52087,Pinnularia polyonca (Brébisson) Smith,Bacillariophyceae
NEONDREX65046,Surirella brightwellii Smith,Bacillariophyceae
NEONDREX380001,Eudorina sp.,Chlorophyceae
NEONDREX481018,Pleurotaenium eugeneum (Turner) W. West et G.S. West,NA
NEONDREX335000,Crucigeniella crucifera (Wolle) Komárek,Chlorophyceae
NEONDREX62047,Stauroneis borrichii (Petersen) Lund,Bacillariophyceae
NEONDREX879001,Microcystis sp.,Myxophyceae
NEONDREX103177,Pinnularia subrupestris Krammer,NA
NEONDREX1421,Stauroneis supergracilis Van de Vijver et Lange-Bertalot,NA
CHLOROCOCCUMSPP,Chlorococcum spp.,Chlorophyceae
GLOEOCYSTISSPP,Gloeocystis spp.,Chlorophyceae
PANDORINASPP,Pandorina spp.,Chlorophyceae
STIGONEMASPP,Stigonema spp.,Myxophyceae
XANTHIDIUMSPP,Xanthidium spp.,Chlorophyceae
BOTRYOCOCCUSSPP,Botryococcus spp.,Chlorophyceae
COELASTRUMSPP,Coelastrum spp.,Chlorophyceae
ULOTHRIXSPP,Ulothrix spp.,Chlorophyceae
NEONDREX186021,Psammothidium curtissimum (Carter) Aboal,Bacillariophyceae
BITCHO,Bitrichia chodatii (Reverdin) Chodat,Chrysophyceae
NEONDREX397000,Golenkinia paucispina W. West et G.S. West,Chlorophyceae
PSEPSE,Pseudokephyrion pseudospirale Bourrelly,Chrysophyceae
CHRYSOCHROGSPP,Chrysochromulina spp.,Prymnesiophyceae
PEDHEX,"Pedinella hexacostata Vysotskii [Vysotskij, Wysotzki, Wyssotzki]",Dictyochophyceae
TETTRI,Tetrastrum triangulare (Chodat) Komárek,Chlorophyceae
PSEELL,Pseudokephyrion ellipsoideum (Pascher) Conrad,Chrysophyceae
KOLSPI,Koliella spiculiformis (Vischer) Hindák,Chlorophyceae
CHASP4,Chattonella sp.,Raphidophyceae
PSESP,Pseudokephyrion sp.,Chrysophyceae
KOMCAU,Komma caudata (L.Geitler) D.R.A.Hill,Cryptophyceae
NEONDREX275000,Binuclearia sp.,Chlorophyceae
GOMSAP,"Gomphonema saprophilum (Lange-Bertalot & E.Reichardt) Abraca, R.Jahn, J.Zimmermann & Enke",Bacillariophyceae
ASTLIM,Asterococcus limneticus G.M.Smith,Chlorophyceae
CHASP1,Characiopsis sp.,Tribophyceae
EPISP,Epipyxis sp.,Chrysophyceae
ONYCHONEMASPP,Onychonema spp.,Chlorophyceae
PENIUMSPP,Penium spp.,Chlorophyceae
NEONDREX569005,Ulothrix tenerrima Kützing,Chlorophyceae
LOBOMONASSPP,Lobomonas spp.,Chlorophyceae
STAURONEISSPP,Stauroneis spp.,Bacillariophyceae
NEONDREX20082,Cyclotella cyclopuncta Håkansson et Carter,Bacillariophyceae
NEONDREX335001,Crucigeniella rectangularis (Nägeli) Komárek,Chlorophyceae
NEONDREX807003,Aphanocapsa elachista W. West et G.S. West,Myxophyceae
QUADRIGULASPP,Quadrigula spp.,Chlorophyceae
STICHOCOCCUSSPP,Stichococcus spp.,Chlorophyceae
STISP,Stichogloea sp.,Phaeothamniophyceae
TEILINGIASPP,Teilingia spp.,Chlorophyceae
MONMIN,Monoraphidium minutum (Nägeli) Komárková-Legnerová,Chlorophyceae
DISLAK,"Discostella lakuskarluki (Manguin ex Kociolek & Reviers) Potapova, Aycock & Bogan",Coscinodiscophyceae
ENCALP,Encyonopsis alpina Krammer & Lange-Bertalot,Bacillariophyceae
ENCDES,Encyonopsis descriptiformis Bahls,Bacillariophyceae
NEONDREX190013,Cymbopleura angustata (Smith) Krammer,Bacillariophyceae
NEONDREX64017,Stephanodiscus alpinus Hustedt,Bacillariophyceae
NEONDREX9215006,"Lindavia tripartita (Håkansson) Nakov, Gillory, Julius, Theriot et Alverson",NA
CHLOROPHYCEAESPP,Chlorophyceae spp.,Chlorophyceae
CHOSP,Chondrocystis sp.,Myxophyceae
DINOPHYCEAESPP,Dinophyceae spp.,Dinophyceae
PSEKAM,Pseudotetraëdriella kamillae E.Hegewald & J.Padisák,Eustigmatophyceae
CLOSTERIOPSISSP,Closteriopsis sp.,Chlorophyceae
SCOSP1,Scourfieldia sp.,Pedinophyceae
PLAROS,Planothidium rostratoholarcticum Lange-Bertalot & Bak,Bacillariophyceae
NEONDREX186018,Psammothidium grischunum (Wuthrich) Bukhtiyarova et Round,Bacillariophyceae
NEONDREX186041,Psammothidium nivale Potapova et Enache,NA
NEONDREX37079,Gomphonema olivaceoides var. denestriata Foged,Bacillariophyceae
NEONDREX170153,Sellaphora arvensis (Hustedt) Wetzel & Ector,NA
NEONDREX209016,Gomphosphenia stoermeri Kociolek et Thomas,NA
NEONDREX33213,Eunotia perminuta (Grunow) Patrick,Bacillariophyceae
MERHOH,Meridion hohii Rhode,Bacillariophyceae
NEONDREX37011,Gomphonema subclavatum var. commutatum (Grunow) Mayer,Bacillariophyceae
NEONDREX103001,Pinnularia brauniana (Grunow) Studnicka,Bacillariophyceae
NEONDREX62013,Stauroneis obtusa Lagerstedt,Bacillariophyceae
NEONDREX23001,Cymbella amphicephala Nägeli,Bacillariophyceae
NEONDREX46304,Navicula occulta Krasske,Bacillariophyceae
NEONDREX47068,Neidium bisulcatum var. subampliatum Krammer,Bacillariophyceae
NEONDREX170138,Sellaphora wallacei (Reimer) Potapova et Ponader,Bacillariophyceae
NEONDREX212033,Chamaepinnularia brasilianopsis Metzeltin et Lange-Bertalot,Bacillariophyceae
NEONDREX33180,Eunotia cristagalli Cleve,Bacillariophyceae
NEONDREX52804,Pinnularia acidophila Hofmann et Krammer,Bacillariophyceae
NEONDREX130047,Luticola permuticoides Metzeltin et Lange-Bertalot,Bacillariophyceae
NEONDREX1399,Stauroneis circumborealoides Van de Vijver et Lange-Bertalot,Bacillariophyceae
NEONDREX33264,Eunotia praerupta var. bigibba (Kützing) Grunow,Bacillariophyceae
NEONDREX46643,Navicula pupula var. aquaeductae (Krasske) Hustedt,Bacillariophyceae
NEONDREX47122,Cymbopleura lata (Grunow) Krammer,Bacillariophyceae
NEONDREX65001,Surirella adumbratus Hohn et Hellerman,Bacillariophyceae
NEONDREX199003,Kobayasiella jaagii (Meister) Lange-Bertalot,Bacillariophyceae
NEONDREX46767,Navicula suchlandtii Hustedt,Bacillariophyceae
NEONDREX33262,Eunotia monodon var. bidens (Gregory) Hustedt,Bacillariophyceae
NEONDREX46030,Navicula krasskei Hustedt,Bacillariophyceae
NEONDREX10014,Aulacoseira perglabra var. florinae (Camburn) Haworth,Bacillariophyceae
NEONDREX170142,Sellaphora alastos (Hohn et Hellerman) Lange-Bertalot & Metzeltin,Bacillariophyceae
NEONDREX20008,Cyclotella michiganiana Skvortzow,Bacillariophyceae
NEONDREX216003,Microcostatus maceria (Schimanski) Lange-Bertalot,NA
NEONDREX990065,Phacus elegans Pochmann,Euglenophyceae
NEONDREX52083,Pinnularia borealis var. rectangularis Carlson,Bacillariophyceae
EUNPAN,Eunotia panda J.Veselá & J.R.Johansen,Bacillariophyceae
CALVAS,Caloneis vasileyevae Lange-Bertalot Genkal & Vekhov,Bacillariophyceae
EUNJEM,Eunotia jemtlandica (Font.) A.Berg,Bacillariophyceae
NEONDREX993019,Strombomonas sp.,Euglenophyceae
PINKRA,Pinnularia krammeri Metzeltin,Bacillariophyceae
EUNKOC,Eunotia kociolekii P.C.Furey R.L.Lowe & J.R.Johansen,Bacillariophyceae
EUNSPA,Eunotia spatulata J.Veselá & J.R.Johansen,Bacillariophyceae
KURSTO,Kurtkrammeria stodderi (Cleve) L.L. Bahls,Bacillariophyceae
NEONDREX33038,Eunotia parallela Ehrenberg,Bacillariophyceae
HUMISP,Humidophila sp.,NA
EUNPAR,Eunotia paratriundulata Lange-Bertalot & Kulikoovskiy,Bacillariophyceae
NEONDREX74002,Orthoseira dendroteres (Ehrenberg) Crawford,Bacillariophyceae
KURSP,Kurtkrammeria sp.,Bacillariophyceae
NEONDREX33126,Eunotia tautoniensis Hustedt,Bacillariophyceae
FALVIT,Fallacia vitrea (Østrup) D.G.Mann,Bacillariophyceae
EUNCAT,Eunotia cataractarum P.C.Furey R.L.Lowe & J.R.Johansen,Bacillariophyceae
GOMPHONITZGSPP,Gomphonitzschia spp.,Bacillariophyceae
STICHOSIPHONSPP,Stichosiphon spp.,Myxophyceae
NEONDREX52208,Pinnularia gibba var. linearis Hustedt,Bacillariophyceae
GOMPHOSPHENIASPP,Gomphosphenia spp.,Bacillariophyceae
NEONDREX46776,Navicula densilineolata (Lange-Bertalot) Lange-Bertalot,Bacillariophyceae
NEONDREX37308,Gomphonema pala Reichardt,Bacillariophyceae
NEONDREX48311,Nitzschia flexoides Geitler,Bacillariophyceae
NEONDREX65103,Surirella pinnata Smith,Bacillariophyceae
NEONDREX24003,Cymbellonitzschia sp.,Bacillariophyceae
CYASP3,Cyanosarcina sp.,Myxophyceae
HYDROCOCCUSSP,Hydrococcus sp.,Myxophyceae
ANKSP,Ankyra sp.,Chlorophyceae
REIMERIASP,Reimeria sp.,Bacillariophyceae
NEONDREX204018,Adlafia langebertalotii Monnier & Ector,NA
NEONDREX216004,Microcostatus naumanii (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX213016,Hippodonta sp.,Bacillariophyceae
CHROMULINACEAESP,Chromulinaceae sp.,Chrysophyceae
GOMCLE,Gomphonema clevei Fricke,Bacillariophyceae
NEONDREX23207,Cymbella cleve-eulerae Krammer,NA
NEONDREX327014,Cosmarium undulatum Corda ex Ralfs,Chlorophyceae
NEONDREX832001,Dichothrix sp.,Myxophyceae
NEONDREX37155,Gomphonema lagerheimii Cleve-Euler,Bacillariophyceae
NEONDREX20023,Cyclotella comensis Grunow,Bacillariophyceae
NEONDREX208004,Puncticulata bodanica (Grunow) Håkansson,Bacillariophyceae
NEONDREX9215003,"Lindavia intermedia (Manguin ex Kociolek & Reviers) Nakov, Guillory, Julius, Theriot & Alverson ex W.C.Daniels, Novis & Edlund",Bacillariophyceae
NEONDREX316024,Closterium rostratum Ehrenberg,Chlorophyceae
NEONDREX327007,Cosmarium botrytis (Meneghini) Ralfs,Chlorophyceae
NEONDREX327249,Cosmarium tenue var. depressum Irénée-Marie,Chlorophyceae
NEONDREX225002,Berkeleya rutilans (Trentepohl ex Roth) Grunow,Bacillariophyceae
NEONDREX316060,Closterium dianae var. brevius (Wittrock) Petkoff,Chlorophyceae
NEONDREX327024,Cosmarium tenue Archer,Chlorophyceae
NEONDREX327098,Cosmarium botrytis var. subtumidum Wittrock,Chlorophyceae
NEONDREX203010,Encyonopsis krammeri Reichardt,Bacillariophyceae
NEONDREX327005,Cosmarium turpinii Brébisson,Chlorophyceae
NEONDREX33394,Eunotia incisadistans Lange-Bertalot & Sienkiewicz,NA
NEONDREX186040,Psammothidium acidoclinatum (Lange-Bertalot) Lange-Bertalot,NA
NEONDREX33210,Eunotia circumborealis Lange-Bertalot et Nörpel,Bacillariophyceae
NEONDREX23263,Cymbella botellus (Lagerstedt) A. Schmidt,NA
NEONDREX47238,Cymbopleura incerta var. spitsbergensis Krammer,NA
NEONDREX37521,Gomphonema naviculoides W. Smith,NA
HANSUP,Hannaea superiorensis R.J. Bixby & M.B. Edlund,Bacillariophyceae
NEONDREX48261,Nitzschia ambigua Manguin,Bacillariophyceae
KRASP,Krasskella sp.,Bacillariophyceae
NEONDREX203036,Encyonopsis stafsholtii Bahls,NA
TABULARIASPP,Tabularia spp.,Bacillariophyceae
NEONDREX200008,Tabularia sp.,Bacillariophyceae
NEONDREX33055,Eunotia serra var. diadema (Ehrenberg) Patrick,Bacillariophyceae
HANNAEASP,Hannaea sp.,Bacillariophyceae
CYMRUM,Cymbella rumrichae Krammer,Bacillariophyceae
ENCHUS,Encyonopsis hustedtii Bahls,Bacillariophyceae
EUCOCCONEISSPP,Eucocconeis spp.,Bacillariophyceae
EUNCUR2,Eunotia curtagrunowii Nörpel-Schempp & Lange-Bertalot,Bacillariophyceae
FRAPER,Fragilaria perdelicatissima Lange-Bertalot & Van de Vijver,Bacillariophyceae
NEONDREX92008,Nupela silvahercynia (Lange-Bertalot) Lange-Bertalot,Bacillariophyceae
NEONDREX187008,Eucocconeis sp.,Bacillariophyceae
NEONDREX46760,Navicula difficillimoides Hustedt,Bacillariophyceae
NEONDREX819005,Chamaesiphon amethystinus Lemmermann,Myxophyceae
NEONDREX46741,Navicula margalithii Lange-Bertalot,Bacillariophyceae
NEONDREX888005,Oscillatoria limosa (Dillwyn) Agardh,Myxophyceae
NEONDREX819007,Chamaesiphon confervicolus Braun,Myxophyceae
NEONDREX48382,Nitzschia perspicua Cholnoky,Bacillariophyceae
NEONDREX48464,Nitzschia palustris Hustedt,Bacillariophyceae
NEONDREX2155,Achnanthes stolida (Krasske) Krasske,Bacillariophyceae
NEONDREX316009,Closterium lunula (Müller) Nitzsch,Chlorophyceae
NEONDREX814001,Calothrix fusca (Kützing) Bornet et Flahault,Myxophyceae
NEONDREX30008,Diploneis peterseni Hustedt,Bacillariophyceae
NEONDREX37289,Gomphonema pumilum var. elegans Reichardt et Lange-Bertalot,Bacillariophyceae
NEONDREX446018,Monoraphidium griffithii (Berkeley) Komárková-Legnerová,Chlorophyceae
NEONDREX12011,Caloneis bacillum var. fontinalis (Grunow) Cleve,Bacillariophyceae
NEONDREX93447,"Navicula lacuum Lange-Bertalot, Hofmann, Werum et Van de Vijver",NA
NEONDREX46964,Navicula phylleptosoma Lange-Bertalot,Bacillariophyceae
FRULAT,Frustulia latita C.L. Graeff & Kociolek,Bacillariophyceae
PINERR,Pinnularia erratica Krammer,Bacillariophyceae
HALPSE,Halamphora pseudomontana (Cholnoky) Levkov,Bacillariophyceae
MICROCOSTATUSSP,Microcostatus sp.,Bacillariophyceae
PININF,Pinnularia infirma Krammer,Bacillariophyceae
DIABRE,Diadesmis brekkaensis (J.B. Petersen) D.G. Mann,Bacillariophyceae
NEONDREX48043,Nitzschia rostellata Hustedt,Bacillariophyceae
NEONDREX52199,Pinnularia acoricola Hustedt,Bacillariophyceae
NEONDREX8942003,"Eolimna subadnata (Hustedt) Moser, Lange-Bertalot et Metzeltin",Bacillariophyceae
NEONDREX93148,Navicula wiesneri Lange-Bertalot,Bacillariophyceae
MUELLERIASP,Muelleria sp.,Bacillariophyceae
NAVAIT,Navicula aitchelbee Bahls,Bacillariophyceae
STABOV,Stauroneis bovbjergii Reimer,Bacillariophyceae
DIPCAL,Diploneis calcilacustris Lange-Bertalot & A.Fuhrmann,Bacillariophyceae
NEONDREX93172,Navicula radiosafallax Lange-Bertalot,Bacillariophyceae
HALBIC,Halamphora bicapitata (M.H.Hohn & J.Hellerman) J.G.Stepanek & Kociolek,Bacillariophyceae
NEONDREX46919,Navicula amphiceropsis Lange-Bertalot et Rumrich,Bacillariophyceae
LUTSAP,"Luticola saprophila Levkov, Metzeltin & A.Pavlov",Bacillariophyceae
NEONDREX130019,Luticola stigma (Patrick) Johansen,Bacillariophyceae
STAPSE,Stauroneis pseudagrestis Lange-Bertalot & Werum,Bacillariophyceae
NEONDREX29001,Ellerbeckia arenaria (Moore ex Ralfs) Crawford,Bacillariophyceae
NEONDREX524000,Sorastrum spinulosum Nägeli,Chlorophyceae
NEONDREX12014,Caloneis lewisii Patrick,Bacillariophyceae
NEONDREX518001,Selenastrum sp.,Chlorophyceae
NEONDREX206003,"Biremis lucens (Hustedt) Sabbe, Witkowski et Vyverman",Bacillariophyceae
NEONDREX54004,Pleurosigma delicatulum Smith,Bacillariophyceae
NEONDREX327003,Cosmarium margaritatum (Lund) Roy et Bissett,Chlorophyceae
NEONDREX48185,Nitzschia valdestriata Aleem et Hustedt,Bacillariophyceae
NEONDREX65065,Surirella crumena Brébisson ex Kützing,Bacillariophyceae
NEONDREX93108,Navicula oblongella Nägeli ex Kützing,Bacillariophyceae
NEONDREX211004,Mayamaea atomus var. permitis (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX43002,Mastogloia smithii Thwaites ex Smith,Bacillariophyceae
NEONDREX48338,Nitzschia aurariae Cholnoky,Bacillariophyceae
NEONDREX194019,Placoneis lata (Peragallo) Lowe,Bacillariophyceae
NEONDREX48182,Nitzschia tryblionella var. maxima Grunow,Bacillariophyceae
NEONDREX53001,Plagiotropis lepidoptera (Gregory) Kuntze,Bacillariophyceae
NEONDREX170149,Sellaphora auldreekie Mann & McDonald,Bacillariophyceae
NEONDREX30052,Diploneis krammeri Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX35062,Frustulia amosseana Lange-Bertalot et Rumrich,Bacillariophyceae
CYMSTI,Cymbella stigmaphora Østrup,Bacillariophyceae
NEONDREX185006,Tryblionella balatonis (Grunow) Mann,Bacillariophyceae
BACILLARIACEAESP,Bacillariaceae sp.,Bacillariophyceae
PINSCH,Pinnularia schwabei Krasske,Bacillariophyceae
NEONDREX194003,Placoneis clementioides (Hustedt) Cox,Bacillariophyceae
NEONDREX46904,Navicula riediana Lange-Bertalot et Rumrich,Bacillariophyceae
SELHAR,Sellaphora harderi (Hustedt) J.Foets & C.E.Wetzel,Bacillariophyceae
NEONDREX12012,Caloneis schumanniana var. biconstricta (Grunow) Reichelt,Bacillariophyceae
CYCINV,"Cyclostephanos invisitatus (M.H.Hohn & Hellermann) E.C.Theriot, Stoermer & Håkasson",Bacillariophyceae
CYMAMP,Cymbopleura amphicephala (Nägeli ex Kützing) Krammer,Bacillariophyceae
MAYATO,Mayamaea atomus var. alcimonica (E.Reichardt) E.Reichardt,Bacillariophyceae
NEONDREX65043,Surirella ovalis Brébisson,Bacillariophyceae
NEONDREX213010,"Hippodonta capitata subsp. iberoamericana Metzeltin, Lange-Bertalot et García-Rodríguez",NA
NEONDREX54002,Pleurosigma elongatum Smith,Bacillariophyceae
NEONDREX510112,Scenedesmus semipulcher Hortobágyi,Chlorophyceae
NEONANGLOPHILA,Placoneis anglophila,Bacillariophyceae
NEONDREX424010,Kirchneriella subcapitata Koršikov,Chlorophyceae
NEONDREX70009,Thalassiosira bramaputrae (Ehrenberg) Håkansson et Locker,Bacillariophyceae
NEONDREX891001,Planktothrix agardhii (Gomont) Anagnostidis et Komárek,Myxophyceae
NEONDREX32008,Epithemia turgida var. granulata (Ehrenberg) Brun,Bacillariophyceae
NEONDREX890039,Phormidium chalybeum (Mertens ex Gomont) Anagnostidis et Komárek,Myxophyceae
NEONDREX255000,Actinastrum hantzschii Lagerheim,Chlorophyceae
NEONDREX803008,Anabaena circinalis Rabenhorst,Myxophyceae
NEONDREX64001,Stephanodiscus niagarae Ehrenberg,Bacillariophyceae
NEONDREX110032,Encyonema sinicum Krammer,Bacillariophyceae
NEONDREX32010,Epithemia reichelti Fricke,Bacillariophyceae
NEONDREX261006,Ankistrodesmus fusiformis Corda,Chlorophyceae
NEONDREX517000,Schroederia setigera (Schröder) Lemmermann,Chlorophyceae
NEONDREX863011,Leptolyngbya perelegans (Lemmermann) Anagnostidis et Komárek,Myxophyceae
NEONDREX44212,Placoneis amphibola (Cleve) Cox,Bacillariophyceae
NEONDREX1718001,"Cuspidothrix issatschenkoi (Usačev) Rajaniemi, Komárek, Williams, Hrouzek, Kastovská, Hoffmann et Sivonen",Myxophyceae
NEONDREX986004,Monomorphina pyrum (Ehrenberg) Mereschkowsky,Euglenophyceae
NEONDREX8971001,Brevisira arentii (Kolbe) Krammer,Bacillariophyceae
NEONDREX245009,Ulnaria delicatissima var. angustissima (Grunow) Aboal,Bacillariophyceae
NEONDREX424004,Kirchneriella contorta (Schmidle) Bohlin,Chlorophyceae
NOSTOCACEAESP,Nostocaceae sp.,Myxophyceae
NEONDREX876003,Microcrocis sp.,NA
PHORMIDIACEAESP,Phormidiaceae sp.,Myxophyceae
EUGACU,Euglena acus (O.F. Müller) Ehrenberg,Euglenophyceae
GLALAX,"Glaucospira laxissima (G.S. West) Simic, Komárek & Dordevic",Myxophyceae
NEONDREX901000,Rivularia haematites Agardh,Myxophyceae
NEONDREX295009,Characium rostratum Reinhard ex Printz,Chlorophyceae
CYASP1,Cyanarcus sp.,Myxophyceae
NEONDREX43005,Mastogloia grevillei Smith,Bacillariophyceae
NEONDREX321001,Coelastrum sphaericum Nägeli,Chlorophyceae
NEONDREX806006,Aphanizomenon flos-aquae (Linnaeus) Ralfs,Myxophyceae
NEONDREX194024,Placoneis significans (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX879000,Microcystis aeruginosa Kützing,Myxophyceae
NEONDREX110046,Encyonema mesianum (Cholnoky) Mann,Bacillariophyceae
NEONDREX12019,Caloneis schroederi Hustedt,Bacillariophyceae
NEONDREX890033,Phormidium amoenum Kützing ex Anagnostidis et Komárek,Myxophyceae
NEONDREX401003,Gongrosira burmanica Skuja,Chlorophyceae
NEONDREX37107,Gomphonema variostriatum Camburn et Charles,Bacillariophyceae
NEONDREX15002,Chaetoceros elmorei Boyer,Bacillariophyceae
NEONDREX192006,Fragilariforma hungarica var. tumida (Cleve-Euler) Hamilton,Bacillariophyceae
NEONDREX37383,Gomphonema brasiliense Grunow,Bacillariophyceae
NEONDREX510015,Scenedesmus obliquus (Turpin) Kützing,NA
NEONDREX37187,Gomphonema parallelistriatum Lange-Bertalot et Reichardt,Bacillariophyceae
NEONDREX48049,Nitzschia amphibioides Hustedt,Bacillariophyceae
NEONDREX93456,Navicula trilatera Bahls,NA
NEONDREX43012,Mastogloia sp.,Bacillariophyceae
NEONDREX1237,Chaetoceros muelleri Lemmermann,NA
NEONDREX243899,Distrionella sp.,NA
LEPSPI,Leptolyngbya spiralis (C.-C.Jao) Anagnostidis,Myxophyceae
NAVLUZ,Navicula luzonensis Hustedt,Bacillariophyceae
NEONDREX31002,Entomoneis ornata (Bailey) Reimer,Bacillariophyceae
NEONDREX31007,Entomoneis sp.,Bacillariophyceae
NEONDREX889005,Planktolyngbya limnetica (Lemmermann) Komárková-Legnerová et Cronberg,Myxophyceae
OOCNOV,Oocystis novae-semliae Wille,Chlorophyceae
NEONDREX897006,Pseudanabaena mucicola (Naumann et Huber-Pestalozzi) Schwabe,Myxophyceae
NEONDREX807013,Aphanocapsa planctonica (Smith) Komárek et Anagnostidis,Myxophyceae
NEONDREX46870,Navicula seibigiana Lange-Bertalot,Bacillariophyceae
NEONDREX185025,Tryblionella littoralis (Grunow) Mann,Bacillariophyceae
NEONDREX48392,Nitzschia thermaloides Hustedt,Bacillariophyceae
NEONDREX48339,Nitzschia flexa Schumann,Bacillariophyceae
NEONDREX78009,Campylodiscus noricus Ehrenberg ex Kützing,Bacillariophyceae
PLAREI,Planothidium reichardtii Lange-Bertalot & Werum,Bacillariophyceae
NEONDREX12025,Caloneis alpestris (Grunow) Cleve,Bacillariophyceae
AMPCUN,Amphora cuneatiformis Levkov & Kristic,Bacillariophyceae
NEONDREX1408000,Gyrodinium sp.,NA
NEONDREX23199,Cymbella excisiformis Krammer,Bacillariophyceae
NEONDREX32017,Epithemia goeppertiana Hilse,Bacillariophyceae
NEONDREX481015,Pleurotaenium nodosum (Bailey) Lundell,Chlorophyceae
NEONDREX837001,Fischerella musicola (Thuret) Gomont,Myxophyceae
NEONDREX438020,Micrasterias radiosa var. ornata Nordstedt,Chlorophyceae
NEONDREX460004,Onychonema laeve var. latum W. West et G.S. West,Chlorophyceae
NEONDREX283000,Carteria sp.,Chlorophyceae
NEONDREX33248,Eunotia rabenhorstiana var. elongata (Patrick) Metzeltin et Lange-Bertalot,Bacillariophyceae
NEONDREX358001,Docidium baculum Brébisson ex Ralfs,Chlorophyceae
GONYOSTOMUMSP,Gonyostomum sp.,Raphidophyceae
NEONDREX9004,Asterionella ralfsii Smith,Bacillariophyceae
NEONDREX192012,Fragilariforma virescens var. capitata (Østrup) Czarnecki,Bacillariophyceae
NEONDREX33395,Eunotia juettnerae Lange-Bertalot,NA
RHIHUX,Rhipidodendron huxleyi Kent,Imbricatea
EUNRUS,"Eunotia rushforthii Furey, Lowe & Johansen",Bacillariophyceae
RHABDOGLOEASPP,Rhabdogloea spp.,Myxophyceae
JAAGRA,Jaaginema gracile (Böcher) Anagnostidis & Komárek,Myxophyceae
SELCAP,Sellaphora capitata D.G.Mann & S.M.McDonald,Bacillariophyceae
STAAMP,Stauroneis amphicephala Kützing,Bacillariophyceae
NEONDREX890038,Phormidium breve (Kützing ex Gomont) Anagnostidis et Komárek,Myxophyceae
HANABU,Hantzschia abundans Lange-Bertalot,Bacillariophyceae
NEONDREX211012,Mayamaea fossalis var. obsidialis (Hustedt) Lange-Bertalot,Bacillariophyceae
TETDIM,Tetradesmus dimorphus (Turpin) M.J.Wynne,Chlorophyceae
NEONDREX40001,Hantzschia elongata (Hantzsch) Grunow,Bacillariophyceae
NEONDREX48144,Nitzschia fasciculata (Grunow) Grunow,Bacillariophyceae
NEONDREX510045,Scenedesmus ellipticus W. West et G.S. West,Chlorophyceae
NEONDREX450000,Netrium oblongum (deBary) Lütkemüller,Chlorophyceae
NEONDREX7059,Amphora delicatissima Krasske,Bacillariophyceae
NEONDREX53002,Plagiotropis lepidoptera var. proboscidea (Cleve) Reimer,Bacillariophyceae
NEONDREX52170,Pinnularia macilenta (Ehrenberg) Ehrenberg,Bacillariophyceae
NEONDREX70005,Thalassiosira gessneri Hustedt,Bacillariophyceae
NEONDREX35034,Frustulia spicula Amossé,Bacillariophyceae
NEONDREX248010,Naviculadicta absoluta (Hustedt) Lange-Bertalot,Bacillariophyceae
NEONDREX37158,Gomphonema augur var. turris (Ehrenberg) Lange-Bertalot,Bacillariophyceae
NEONDREX48316,Nitzschia aerophila Hustedt,Bacillariophyceae
NEONDREX48660,Nitzschia fibulafissa Lange-Bertalot,Bacillariophyceae
NEONDREX94048,Achnanthes minuscula Hustedt,Bacillariophyceae
NEONDREX9208013,Paraplaconeis minor (Grunow) Lange-Bertalot,NA
BIDDULPHIASP,Biddulphia sp.,Bacillariophyceae
FRUCAP,Frustulia capitata C.L.Graeff & Kociolek,Bacillariophyceae
NEONDREX115015,Fallacia enigmatica (Germain) Lange-Bertalot et Werum,Bacillariophyceae
